ID,TIPO_DROGA,UNIDADE_MEDIDA,QTDE_DROGA,QUALIFICACAO,AMBIENTE,DATA_HORA_FATO,ANO_FATO,MES_FATO,MES_FATO_TEXTO,DIA_FATO,DIA_SEMANA_FATO,HORA_FATO,TURNO,CIDADE_FATO,BAIRRO_FATO,ENDERECO_FATO,PT_REF_FATO,RISP,AISP,LONGITUDE,LATITUDE
38475,CRACK,GRAMA,1,TRÁFICO,,24/02/2022 04:00:00,2022,2,Fev,24,Qui,4,Madrugada,Maragogi,Centro,LOCALIDADE DO RISCA FACA,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,223725","-9,015778"
39523,MACONHA,GRAMA,0,POSSE/USO,,24/02/2022 04:00:00,2022,2,Fev,24,Qui,4,Madrugada,Maragogi,Zona Rural,LOCALIDADE DO RISCA FACA,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,227879","-8,99563"
38455,MACONHA,GRAMA,4300,TRÁFICO,,24/02/2022 06:00:00,2022,2,Fev,24,Qui,6,Manhã,São Sebastião,Zona Rural,SITIO GADO BRAVO,SEM INFORMAÇÃO,3ª RISP,19ª AISP,"-36,522257","-9,966453"
38457,CRACK,GRAMA,190,TRÁFICO,,24/02/2022 06:00:00,2022,2,Fev,24,Qui,6,Manhã,São Sebastião,Zona Rural,SITIO GADO BRAVO,SEM INFORMAÇÃO,3ª RISP,19ª AISP,"-36,522257","-9,966453"
38459,CRACK,GRAMA,10,TRÁFICO,,24/02/2022 10:00:00,2022,2,Fev,24,Qui,10,Manhã,Palmeira dos Índios,Alto do Cruzeiro,TRAVESSA DOM BOSCO-PRÓXIMO A ESTAÇÃO DE TRATAMENTO DA CASAL,PRÓXIMO A ESTAÇÃO DE TRATAMENTO DA CASAL,3ª RISP,18ª AISP,"-36,629888","-9,402289"
38463,MACONHA,GRAMA,160,TRÁFICO,,24/02/2022 11:00:00,2022,2,Fev,24,Qui,11,Manhã,Maceió,Bom Parto,RUA DO CAMPO,RUA DO CAMPO,1ª RISP,04ª AISP,"-35,746167","-9,64882"
38461,COCAINA,GRAMA,11,TRÁFICO,,24/02/2022 11:00:00,2022,2,Fev,24,Qui,11,Manhã,Maceió,Bom Parto,RUA DO CAMPO,RUA DO CAMPO,1ª RISP,04ª AISP,"-35,746167","-9,64882"
38465,MACONHA,GRAMA,11700,TRÁFICO,,24/02/2022 16:00:00,2022,2,Fev,24,Qui,16,Tarde,Maceió,Benedito Bentes,BENEDITO BENTES 1-GROTA DA TELASA-RUA CAXEL-GROTA IRACI,PROXIMO AO TERMINAL RODOVIARIO DO BENEDITO BENTES II,1ª RISP,06ª AISP,"-35,727487","-9,551232"
38467,MACONHA,GRAMA,3500,TRÁFICO,,24/02/2022 21:00:00,2022,2,Fev,24,Qui,21,Noite,Maceió,Levada,TRAV. LUZIA SURUAGY-PROXÍMO AO BECO DO - (SESI),SEM INFORMAÇÃO,1ª RISP,02ª AISP,"-35,741236","-9,655158"
38469,COCAINA,GRAMA,415,TRÁFICO,,24/02/2022 21:00:00,2022,2,Fev,24,Qui,21,Noite,Arapiraca,Manoel Teles,RUA TAQUARANA,SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,67013","-9,756536"
38473,MACONHA,GRAMA,320,TRÁFICO,,24/02/2022 21:00:00,2022,2,Fev,24,Qui,21,Noite,Arapiraca,Manoel Teles,RUA TAQUARANA,SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,67013","-9,756536"
38471,CRACK,GRAMA,100,TRÁFICO,,24/02/2022 21:00:00,2022,2,Fev,24,Qui,21,Noite,Arapiraca,Manoel Teles,RUA TAQUARANA,SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,67013","-9,756536"
38509,COCAINA,GRAMA,18,TRÁFICO,,25/02/2022 08:00:00,2022,2,Fev,25,Sex,8,Manhã,Maceió,Jacintinho,GROTA DO RAFAEL-RUA ANTONIO REGINALDO PONTES LIMA,RUA DO RESTAURANTE COMA BEM,1ª RISP,05ª AISP,"-35,715683","-9,633819"
38495,MACONHA,GRAMA,5,POSSE/USO,,25/02/2022 09:40:00,2022,2,Fev,25,Sex,9,Manhã,Maceió,Feitosa,RUA ROSÁLIA SANDOVAL,POR TRÁS DO MOTEL BORA,1ª RISP,05ª AISP,"-35,727793","-9,645217"
38497,CRACK,GRAMA,5,,,25/02/2022 09:40:00,2022,2,Fev,25,Sex,9,Manhã,Maceió,Feitosa,RUA ROSÁLIA SANDOVAL,POR TRÁS DO MOTEL BORA,1ª RISP,05ª AISP,"-35,727793","-9,645217"
38511,MACONHA,GRAMA,25,TRÁFICO,,25/02/2022 10:00:00,2022,2,Fev,25,Sex,10,Manhã,Barra de Santo Antônio,Zona Rural,LOT. ROMES FARIAS-AS MARGENS DA LAGOA.,PRÓXIMO A LAGOA,1ª RISP,11ª AISP,"-35,519405","-9,411891"
38517,MACONHA,GRAMA,250,TRÁFICO,,25/02/2022 21:00:00,2022,2,Fev,25,Sex,21,Noite,Arapiraca,Eldorado,RUA ANTÔNIO PEREIRA DE ALBUQUERQUE-PRÓXIMO À PRAÇA DO CABOGE.,SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,66606","-9,744069"
38515,COCAINA,GRAMA,3,TRÁFICO,,25/02/2022 21:00:00,2022,2,Fev,25,Sex,21,Noite,Arapiraca,Eldorado,RUA ANTÔNIO PEREIRA DE ALBUQUERQUE-PRÓXIMO À PRAÇA DO CABOGE.,SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,66606","-9,744069"
38547,CRACK,GRAMA,1,TRÁFICO,,25/02/2022 23:00:00,2022,2,Fev,25,Sex,23,Noite,Maceió,Jatiúca,RUA MARIO PALMEIRA JÚNIOR,SEM INFORMAÇÃO,1ª RISP,01ª AISP,"-35,708132","-9,643977"
38513,COCAINA,GRAMA,85,TRÁFICO,,25/02/2022 23:00:00,2022,2,Fev,25,Sex,23,Noite,Maceió,Trapiche da Barra,AV. JORN. ASSIS CHATEAUBRIAND-CONJUNTO VILLA DOS PESCADORES,SEM INFORMAÇÃO,1ª RISP,02ª AISP,"-35,756053","-9,677909"
38551,MACONHA,GRAMA,47,TRÁFICO,,26/02/2022 07:00:00,2022,2,Fev,26,Sáb,7,Manhã,Piranhas,Zona Rural,RUA TODOS OS SANTOS-DISTRITO PIAU,SEM INFORMAÇÃO,4ª RISP,24ª AISP,"-37,783073","-9,581991"
38549,CRACK,GRAMA,69,TRÁFICO,,26/02/2022 07:00:00,2022,2,Fev,26,Sáb,7,Manhã,Piranhas,Zona Rural,RUA TODOS OS SANTOS-DISTRITO PIAU,SEM INFORMAÇÃO,4ª RISP,24ª AISP,"-37,783073","-9,581991"
38553,CRACK,GRAMA,50,TRÁFICO,,26/02/2022 11:00:00,2022,2,Fev,26,Sáb,11,Manhã,Maragogi,Centro,ALTO DA BOA VISTA,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,222021","-9,008589"
38555,MACONHA,GRAMA,35,TRÁFICO,,26/02/2022 11:00:00,2022,2,Fev,26,Sáb,11,Manhã,Maragogi,Centro,ALTO DA BOA VISTA,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,222021","-9,008589"
38523,COCAINA,GRAMA,16,TRÁFICO,,26/02/2022 16:37:00,2022,2,Fev,26,Sáb,16,Tarde,Maceió,Cidade Universitária,TRAVESSA PAJUÇARA 1001,PROXIMO A FEIRINHA DO VILAGE,1ª RISP,07ª AISP,"-35,751978","-9,544582"
38525,MACONHA,GRAMA,240,,,26/02/2022 16:37:00,2022,2,Fev,26,Sáb,16,Tarde,Maceió,Cidade Universitária,TRAVESSA PAJUÇARA 1001,PROXIMO A FEIRINHA DO VILAGE,1ª RISP,07ª AISP,"-35,751978","-9,544582"
38557,COCAINA,GRAMA,45,POSSE/USO,,26/02/2022 17:00:00,2022,2,Fev,26,Sáb,17,Tarde,Maceió,Vergel do Lago,R. ALDAIR SANTIAGO FERNADES,SEM INFORMAÇÃO,1ª RISP,02ª AISP,"-35,757435","-9,652136"
38559,MACONHA,GRAMA,550,TRÁFICO,,26/02/2022 18:00:00,2022,2,Fev,26,Sáb,18,Noite,Maceió,Jatiúca,RUA SANTA SÓFIA-PROX BAR CASA AMARELA,PRÓXIMO AO BAR CASA AMARELA,1ª RISP,01ª AISP,"-35,708776","-9,654406"
38561,MACONHA,GRAMA,11,TRÁFICO,,26/02/2022 19:00:00,2022,2,Fev,26,Sáb,19,Noite,Coruripe,Centro,RUA LINDOLFO SIMÕES-EM FRENTE A SECRETARIA DA EDUCAÇÃO,EM FRENTE À SECRETARIA DE EDUCAÇÃO,3ª RISP,22ª AISP,"-36,173139","-10,127509"
38563,COCAINA,GRAMA,6,TRÁFICO,,26/02/2022 19:00:00,2022,2,Fev,26,Sáb,19,Noite,Coruripe,Centro,RUA LINDOLFO SIMÕES-EM FRENTE A SECRETARIA DA EDUCAÇÃO,EM FRENTE À SECRETARIA DE EDUCAÇÃO,3ª RISP,22ª AISP,"-36,173139","-10,127509"
38535,MACONHA,GRAMA,1070,TRÁFICO,,26/02/2022 22:52:00,2022,2,Fev,26,Sáb,22,Noite,Maceió,Poço,RUA DIEGUES JÚNIOR,PRÓXIMO A PRIMEIRA PONTO DO VALE DO REGINALDO,1ª RISP,01ª AISP,"-35,728618","-9,657104"
38591,CRACK,GRAMA,12,TRÁFICO,,26/02/2022 23:00:00,2022,2,Fev,26,Sáb,23,Noite,São Miguel dos Campos,Centro,BAIRRO DE LOURDES-AVENIDA ROTARY/LADEIRA DA BETEL.,LADEIRA DA MORTE,3ª RISP,20ª AISP,"-36,100195","-9,785151"
38543,CRACK,GRAMA,95,TRÁFICO,,27/02/2022 03:59:00,2022,2,Fev,27,Dom,3,Madrugada,Maceió,Jacintinho,LOTEAMENTO PARQUE DOS CAJUEIROS-QD A,PRÓXIMO A FEIRINHA DO JACINTINHO,1ª RISP,05ª AISP,"-35,715923","-9,641322"
38545,MACONHA,GRAMA,3070,,,27/02/2022 03:59:00,2022,2,Fev,27,Dom,3,Madrugada,Maceió,Jacintinho,LOTEAMENTO PARQUE DOS CAJUEIROS-QD A,PRÓXIMO A FEIRINHA DO JACINTINHO,1ª RISP,05ª AISP,"-35,715923","-9,641322"
38577,COCAINA,GRAMA,8,TRÁFICO,,27/02/2022 11:00:00,2022,2,Fev,27,Dom,11,Manhã,Piranhas,Centro,RUA BARRÃO DE SÃO MIGUEL-PRÓXIMO AO CLUBE PAJUÇARA,PRÓXIMO AO CLUBE PAJUÇARA,4ª RISP,24ª AISP,"-37,755312","-9,610323"
38579,MACONHA,GRAMA,7,TRÁFICO,,27/02/2022 11:00:00,2022,2,Fev,27,Dom,11,Manhã,Piranhas,Centro,RUA BARRÃO DE SÃO MIGUEL-PRÓXIMO AO CLUBE PAJUÇARA,PRÓXIMO AO CLUBE PAJUÇARA,4ª RISP,24ª AISP,"-37,755312","-9,610323"
38573,HAXIXE,GRAMA,1,POSSE/USO,,27/02/2022 16:00:00,2022,2,Fev,27,Dom,16,Tarde,Maceió,Trapiche da Barra,AVENIDA SIQUEIRA CAMPOS- ESTÁDIO REI PELÉ,SEM INFORMAÇÃO,1ª RISP,02ª AISP,"-35,758163","-9,671721"
38597,MACONHA,GRAMA,2,TRÁFICO,,27/02/2022 16:00:00,2022,2,Fev,27,Dom,16,Tarde,Maceió,Poço,RUA ABDON MONTEIRO,SEM INFORMAÇÃO,1ª RISP,01ª AISP,"-35,728451","-9,658218"
38575,MACONHA,GRAMA,22,,,27/02/2022 16:00:00,2022,2,Fev,27,Dom,16,Tarde,Maceió,Trapiche da Barra,AVENIDA SIQUEIRA CAMPOS- ESTÁDIO REI PELÉ,SEM INFORMAÇÃO,1ª RISP,02ª AISP,"-35,758163","-9,671721"
38593,OUTRAS,GRAMA,0,TRÁFICO,,27/02/2022 16:00:00,2022,2,Fev,27,Dom,16,Tarde,Maceió,Poço,RUA ABDON MONTEIRO,SEM INFORMAÇÃO,1ª RISP,01ª AISP,"-35,722186","-9,662773"
38595,COCAINA,GRAMA,2,TRÁFICO,,27/02/2022 16:00:00,2022,2,Fev,27,Dom,16,Tarde,Maceió,Poço,RUA ABDON MONTEIRO,SEM INFORMAÇÃO,1ª RISP,01ª AISP,"-35,722186","-9,662773"
38569,MACONHA,GRAMA,6,TRÁFICO,,27/02/2022 17:00:00,2022,2,Fev,27,Dom,17,Tarde,Maceió,Ponta Verde,AVENIDA SILVIO CARLOS VIANA-EM FRENTE O LOPANA,EM FRENTE AO LOPANA,1ª RISP,01ª AISP,"-35,703982","-9,663639"
38571,COCAINA,GRAMA,5,TRÁFICO,,27/02/2022 17:00:00,2022,2,Fev,27,Dom,17,Tarde,Maceió,Ponta Verde,AVENIDA SILVIO CARLOS VIANA-EM FRENTE O LOPANA,EM FRENTE AO LOPANA,1ª RISP,01ª AISP,"-35,703982","-9,663639"
38565,MACONHA,GRAMA,200,TRÁFICO,,27/02/2022 18:00:00,2022,2,Fev,27,Dom,18,Noite,Maceió,Vergel do Lago,AV. SENADOR RUI PALMEIRA-PROXIMO CONTINEMTAL PINEU,SEM INFORMAÇÃO,1ª RISP,02ª AISP,"-35,762435","-9,651793"
38567,MACONHA,GRAMA,510,TRÁFICO,,27/02/2022 20:00:00,2022,2,Fev,27,Dom,20,Noite,Maceió,Feitosa,RUA NOVO JARDIM-GROTA DO MOISÉS,SEM INFORMAÇÃO,1ª RISP,05ª AISP,"-35,724782","-9,627774"
38587,COCAINA,GRAMA,1,TRÁFICO,,27/02/2022 22:00:00,2022,2,Fev,27,Dom,22,Noite,Flexeiras,Zona Rural,SÍTIO DOS SEM TERRA-DIVISA CIDADE JOAQUIM GOMES E FLEXEIRAS,SEM INFORMAÇÃO,2ª RISP,14ª AISP,"-35,774514","-9,170487"
38613,COCAINA,GRAMA,2,TRÁFICO,,27/02/2022 22:00:00,2022,2,Fev,27,Dom,22,Noite,Maceió,Poço,RUA DIEGUES JUNIOR-SEGUNDA PONTE,PRIMEIRA PONTE,1ª RISP,01ª AISP,"-35,728451","-9,658218"
38617,CRACK,GRAMA,130,TRÁFICO,,27/02/2022 22:00:00,2022,2,Fev,27,Dom,22,Noite,Maceió,Poço,VALE DO REGINALDO-RUA DIEGUES JUNIOR-SEGUNDA PONTE,PRIMEIRA PONTE,1ª RISP,01ª AISP,"-35,728451","-9,658218"
38615,MACONHA,GRAMA,300,TRÁFICO,,27/02/2022 22:00:00,2022,2,Fev,27,Dom,22,Noite,Maceió,Poço,VALE DO REGINALDO-RUA DIEGUES JUNIOR-SEGUNDA PONTE,PRIMEIRA PONTE,1ª RISP,01ª AISP,"-35,728451","-9,658218"
38589,MACONHA,GRAMA,2,TRÁFICO,,27/02/2022 22:00:00,2022,2,Fev,27,Dom,22,Noite,Flexeiras,Zona Rural,SÍTIO DOS SEM TERRA-DIVISA CIDADE JOAQUIM GOMES E FLEXEIRAS,SEM INFORMAÇÃO,2ª RISP,14ª AISP,"-35,774514","-9,170487"
38619,COCAINA,GRAMA,1,POSSE/USO,,28/02/2022 09:00:00,2022,2,Fev,28,Seg,9,Manhã,Marechal Deodoro,Massagueira,RODOVIA AL 101 - SUL,SEM INFORMAÇÃO,1ª RISP,10ª AISP,"-35,837672","-9,745229"
38627,MACONHA,GRAMA,68,TRÁFICO,,28/02/2022 16:00:00,2022,2,Fev,28,Seg,16,Tarde,Boca da Mata,Centro,"RUA DERALDO QUINTELA, 146",SEM INFORMAÇÃO,3ª RISP,20ª AISP,"-36,208449","-9,648336"
38625,COCAINA,GRAMA,27,TRÁFICO,,28/02/2022 16:00:00,2022,2,Fev,28,Seg,16,Tarde,Boca da Mata,Centro,"RUA DERALDO QUINTELA, 146",SEM INFORMAÇÃO,3ª RISP,20ª AISP,"-36,208449","-9,648336"
38621,CRACK,GRAMA,2,TRÁFICO,,28/02/2022 17:00:00,2022,2,Fev,28,Seg,17,Tarde,Maragogi,Centro,ALTO DA BOA VISTA,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,222024","-9,008593"
38623,MACONHA,GRAMA,9,TRÁFICO,,28/02/2022 17:00:00,2022,2,Fev,28,Seg,17,Tarde,Maragogi,Centro,ALTO DA BOA VISTA,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,222024","-9,008593"
38631,COCAINA,GRAMA,20,TRÁFICO,,28/02/2022 20:00:00,2022,2,Fev,28,Seg,20,Noite,Maceió,Santa Lúcia,RUA NOSSA SENHORA APARECIDA-CONDOMINO SÃO JOSE,SEM INFORMAÇÃO,1ª RISP,08ª AISP,"-35,74902","-9,574679"
38629,MACONHA,GRAMA,64,TRÁFICO,,28/02/2022 21:00:00,2022,2,Fev,28,Seg,21,Noite,Maceió,Clima Bom,TRAVESSA BOA VISTA-PRÓX. AO MERCADINHO BOA VISTA,VILA DO SR. CICERO,1ª RISP,08ª AISP,"-35,789942","-9,568422"
38639,MACONHA,GRAMA,46,TRÁFICO,,01/03/2022 11:00:00,2022,3,Mar,1,Ter,11,Manhã,Maragogi,Zona Rural,BARRA GRANDE -ALTO CORRE AGUA,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,205046","-8,975856"
38637,CRACK,GRAMA,17,TRÁFICO,,01/03/2022 11:00:00,2022,3,Mar,1,Ter,11,Manhã,Maragogi,Zona Rural,BARRA GRANDE-ALTO CORRE AGUA,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,205046","-8,975856"
38649,COCAINA,GRAMA,17,TRÁFICO,,01/03/2022 13:00:00,2022,3,Mar,1,Ter,13,Tarde,Junqueiro,Centro,AV. VEREADOR VENANCIO ROCHA,SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,474127","-9,920866"
38641,COCAINA,GRAMA,25,TRÁFICO,,01/03/2022 14:02:00,2022,3,Mar,1,Ter,14,Tarde,Coruripe,Pindorama,AV VEREADOR VENANCIO ROCHA DOS SANTOS,,3ª RISP,22ª AISP,"-36,323283","-10,146051"
38643,MACONHA,GRAMA,42,POSSE/USO,,01/03/2022 17:00:00,2022,3,Mar,1,Ter,17,Tarde,Delmiro Gouveia,Centro,RUA HELENO PINTO-PRÓXIMO AO POSTO DA PEDRA,PRÓXIMO AO POSTO PEDRA DOIS E POUSADA DA PEDRA,4ª RISP,24ª AISP,"-37,996268","-9,375167"
38645,COCAINA,GRAMA,10,TRÁFICO,,01/03/2022 17:00:00,2022,3,Mar,1,Ter,17,Tarde,Passo de Camaragibe,Centro,RUA DO PRESIDIO,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,490615","-9,242845"
38647,MACONHA,GRAMA,40,TRÁFICO,,01/03/2022 17:00:00,2022,3,Mar,1,Ter,17,Tarde,Passo de Camaragibe,Centro,RUA DO PRESIDIO,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,490615","-9,242845"
38655,MACONHA,GRAMA,27,TRÁFICO,,02/03/2022 16:00:00,2022,3,Mar,2,Qua,16,Tarde,Colônia Leopoldina,Zona Rural,BR 416 - LADEIRA DO CATITA,SEM INFORMAÇÃO,2ª RISP,14ª AISP,"-35,708501","-8,912927"
38651,MACONHA,GRAMA,34750,TRÁFICO,,02/03/2022 18:00:00,2022,3,Mar,2,Qua,18,Noite,Rio Largo,Mata do Rolo,CONJ. JARBAS OITICICA - QD B2-PRAÇA PRÓXIMO À QUADRA REFERIDA. PRÓXIMO AO MERCADO ECONÔMICO.,SEM INFORMAÇÃO,1ª RISP,09ª AISP,"-35,810179","-9,473843"
38653,MACONHA,GRAMA,155,TRÁFICO,,02/03/2022 19:00:00,2022,3,Mar,2,Qua,19,Noite,Maceió,Jacintinho,RUA DIEGUES JÚNIOR-ENTRE A TERCEIRA E A QUARTA PONTE,ENTRE A TERCEIRA E A QUARTA PONTE,1ª RISP,05ª AISP,"-35,7285","-9,652375"
38661,COCAINA,GRAMA,4,TRÁFICO,,03/03/2022 12:00:00,2022,3,Mar,3,Qui,12,Tarde,Maceió,Pajuçara,AVENIDA DR ANTÔNIO GOUVEIA-POR TRÁS DA BALANÇA DO PEIXE,POR TRÁS DA BALANÇA DO PEIXE,1ª RISP,01ª AISP,"-35,713362","-9,667796"
38665,COCAINA,GRAMA,793,TRÁFICO,,03/03/2022 14:00:00,2022,3,Mar,3,Qui,14,Tarde,Arapiraca,Novo Horizonte,AL220-EM FRENTE AO 3º BPM,EM FRENTE AO 3º BPM,3ª RISP,17ª AISP,"-36,641632","-9,740501"
38663,MACONHA,GRAMA,2011,TRÁFICO,,03/03/2022 14:00:00,2022,3,Mar,3,Qui,14,Tarde,Arapiraca,Novo Horizonte,AL220-EM FRENTE AO 3º BPM,EM FRENTE AO 3º BPM,3ª RISP,17ª AISP,"-36,641632","-9,740501"
38669,CRACK,GRAMA,6,TRÁFICO,,04/03/2022 10:00:00,2022,3,Mar,4,Sex,10,Manhã,Maceió,Cidade Universitária,RUA JOSE NILTON BUAUE DE MELO-FAVELA DA PORTELINHA,SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,756219","-9,543753"
38667,MACONHA,GRAMA,100,TRÁFICO,,04/03/2022 10:00:00,2022,3,Mar,4,Sex,10,Manhã,Maceió,Benedito Bentes,R. SÃO CAETANO-PRAÇA PADRE CÍCERO,PRAÇA PADRE CÍCERO,1ª RISP,06ª AISP,"-35,726717","-9,550221"
38671,CRACK,GRAMA,1050,TRÁFICO,,05/03/2022 10:00:00,2022,3,Mar,5,Sáb,10,Manhã,Maceió,Bom Parto,BEIRA DA LAGOA	-NAS PROXIMIDADES DA NOVA VILA,NAS PROXIMIDADES DA NOVA VILA,1ª RISP,04ª AISP,"-35,746579","-9,654898"
38675,MACONHA,GRAMA,218,TRÁFICO,,05/03/2022 14:00:00,2022,3,Mar,5,Sáb,14,Tarde,Maceió,Clima Bom,RUA FIRMO CORREIA DE ARAÚJO-PRAÇA JOSÉ ELIAS,SEM REFERENCIA,1ª RISP,08ª AISP,"-35,78375","-9,573286"
38677,MACONHA,GRAMA,120,TRÁFICO,,05/03/2022 14:00:00,2022,3,Mar,5,Sáb,14,Tarde,Maceió,Levada,"R. EMÍLIO DE MAIA-FEIRA DO RATO, PROXIMO AO TRILHO DO TREM",PRÓXIMO A FEIRA DO RATO,1ª RISP,02ª AISP,"-35,743043","-9,663181"
38681,COCAINA,GRAMA,4,TRÁFICO,,05/03/2022 22:00:00,2022,3,Mar,5,Sáb,22,Noite,Porto de Pedras,Zona Rural,SÍTIO ENCANTADO-NA ENTRADA DA ASSEMBLEIA DE DEUS/CURTUME,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,307093","-9,173982"
38679,MACONHA,GRAMA,320,TRÁFICO,,05/03/2022 22:00:00,2022,3,Mar,5,Sáb,22,Noite,Maceió,Vergel do Lago,"CONJ. VIRGEM DOS POBRES III-AV. SENADOR RUI PALMEIRA, PRÓXIMO AO MERCADINHO DO SILVA",PROX AS COCHEIRAS,1ª RISP,02ª AISP,"-35,76244","-9,651807"
38683,MACONHA,GRAMA,74,TRÁFICO,,05/03/2022 22:00:00,2022,3,Mar,5,Sáb,22,Noite,Porto de Pedras,Zona Rural,SÍTIO ENCANTADO-NA ENTRADA DA ASSEMBLEIA DE DEUS/CURTUME,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,307093","-9,173982"
38685,COCAINA,GRAMA,40,TRÁFICO,,06/03/2022 00:00:00,2022,3,Mar,6,Dom,0,Madrugada,Campo Alegre,Luziápolis,"CONJUNTO JOÃO JOSE PEREIRA-QUADRA C, 07",SEM INFORMAÇÃO,3ª RISP,20ª AISP,"-36,221079","-9,900597"
38687,MACONHA,GRAMA,180,TRÁFICO,,06/03/2022 00:00:00,2022,3,Mar,6,Dom,0,Madrugada,Campo Alegre,Luziápolis,"CONJUNTO JOÃO JOSE PEREIRA-QUADRA C, 07",SEM INFORMAÇÃO,3ª RISP,20ª AISP,"-36,221079","-9,900597"
38689,COCAINA,GRAMA,20,TRÁFICO,,06/03/2022 12:00:00,2022,3,Mar,6,Dom,12,Tarde,Maceió,Santos Dumont,R. ARSÊNIO TARGINO-PRÓXIMO AO CONDOMINIO THEOBALDO BARBOSA.,CONDOMINIO TEOBALDO BARBOSA,1ª RISP,07ª AISP,"-35,7923","-9,543998"
38691,MACONHA,GRAMA,630,TRÁFICO,,06/03/2022 12:00:00,2022,3,Mar,6,Dom,12,Tarde,Maceió,Santos Dumont,R. ARSÊNIO TARGINO-PRÓXIMO AO CONDOMINIO THEOBALDO BARBOSA.,CONDOMINIO TEOBALDO BARBOSA,1ª RISP,07ª AISP,"-35,7923","-9,543998"
38693,CRACK,GRAMA,2,TRÁFICO,,06/03/2022 19:00:00,2022,3,Mar,6,Dom,19,Noite,Maceió,Clima Bom,RUA JOSÉ GONZAGA DE ALMEIDA,PX. AO CHURRASQUINHO DOS AMIGOS,1ª RISP,08ª AISP,"-35,784363","-9,572915"
38695,MACONHA,GRAMA,8,TRÁFICO,,06/03/2022 19:00:00,2022,3,Mar,6,Dom,19,Noite,Maceió,Clima Bom,RUA JOSÉ GONZAGA DE ALMEIDA,PX. AO CHURRASQUINHO DOS AMIGOS,1ª RISP,08ª AISP,"-35,784363","-9,572915"
38697,CRACK,GRAMA,1,POSSE/USO,,06/03/2022 20:00:00,2022,3,Mar,6,Dom,20,Noite,Delmiro Gouveia,Centro,RUA ADOLFO SANTOS,SEM INFORMAÇÃO,4ª RISP,24ª AISP,"-38,000685","-9,371288"
38705,PASTA DE COCAINA,GRAMA,6300,TRÁFICO,,06/03/2022 22:00:00,2022,3,Mar,6,Dom,22,Noite,Maceió,Cidade Universitária,"RESIDENCIAL MACEIO I, QD J, BL. 592 B",SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,784481","-9,527139"
38699,MACONHA,GRAMA,13,TRÁFICO,,06/03/2022 22:00:00,2022,3,Mar,6,Dom,22,Noite,Maceió,Cidade Universitária,"RESIDENCIAL MACEIO I, QD J, BL. 592 B",SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,784481","-9,527139"
38703,COCAINA,GRAMA,140,TRÁFICO,,06/03/2022 22:00:00,2022,3,Mar,6,Dom,22,Noite,Maceió,Cidade Universitária,"RESIDENCIAL MACEIO I, QD J, BL. 592 B",SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,784481","-9,527139"
38735,CRACK,GRAMA,18,TRÁFICO,,06/03/2022 23:00:00,2022,3,Mar,6,Dom,23,Noite,Arapiraca,Bom Sucesso,CONJUNTO NOSSA SENHORA APARECIDA-PROXIMO A CHACARA DO MARAES,SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,680223","-9,708953"
38733,COCAINA,GRAMA,2,TRÁFICO,,06/03/2022 23:00:00,2022,3,Mar,6,Dom,23,Noite,Arapiraca,Bom Sucesso,CONJUNTO NOSSA SENHORA APARECIDA-PROXIMO A CHACARA DO MARAES,SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,680223","-9,708953"
38737,MACONHA,GRAMA,2,TRÁFICO,,06/03/2022 23:00:00,2022,3,Mar,6,Dom,23,Noite,Arapiraca,Bom Sucesso,CONJUNTO NOSSA SENHORA APARECIDA-PROXIMO A CHACARA DO MARAES,SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,680223","-9,708953"
38711,COCAINA,GRAMA,1,TRÁFICO,,07/03/2022 12:00:00,2022,3,Mar,7,Seg,12,Tarde,Maceió,Ponta Verde,ORLA DA PRAIA DA PONTA VERDE-PRÓXIMO AO BAR DO KANOA,BAR KANOA,1ª RISP,01ª AISP,"-35,70575","-9,66396"
