ID,USO,TIPO_ARMA,MARCA,CALIBRE,FORCA,NUMERACAO_ARMA,FABRICACAO,QUALIFICACAO,RELACAO,AMBIENTE,DATA_HORA_FATO,ANO_FATO,MES_FATO,MES_FATO_TEXTO,DIA_FATO,DIA_SEMANA_FATO,HORA_FATO,TURNO,CIDADE_FATO,BAIRRO_FATO,ENDERECO_FATO,PT_REF_FATO,RISP,AISP,LONGITUDE,LATITUDE
41177,PERMITIDO,ESPINGARDA,CBC,12,PM,,NACIONAL,DESOVA,Apreendida,,19/02/2022 18:27:00,2022,2,Fev,19,Sáb,18,Noite,Maragogi,Zona Rural,CORRE ÁGUA,,2ª RISP,15ª AISP,"-35,200805","-8,988838"
41182,PERMITIDO,GARRUNCHA,ROSSI,22,PM,,NACIONAL,POSSE ILEGAL,Apreendida,Área Rural,20/02/2022 00:00:00,2022,2,Fev,20,Dom,0,Madrugada,Major Isidoro,Zona Rural,SÍTIO PÉ DE SERRA,PRÓXIMO AO GRUPO DE SEU ZECA,4ª RISP,23ª AISP,"-36,972542","-9,517956"
41178,PERMITIDO,ESPINGARDA,NI,28,PM,,NI,POSSE ILEGAL,Apreendida,Via Pública,20/02/2022 01:00:00,2022,2,Fev,20,Dom,1,Madrugada,Girau do Ponciano,Zona Rural,POVOADO CRAIBAS DOS FERROS,SEM INFORMAÇÃO,3ª RISP,21ª AISP,"-36,81122","-9,775937"
41180,PERMITIDO,REVOLVER,TAURUS,38,PM,131944,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,20/02/2022 17:00:00,2022,2,Fev,20,Dom,17,Tarde,Coruripe,Pindorama,AVENIDA CAMAÇARI AL 105-PROX. BANCO DO BRASIL,SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,17849","-10,129349"
41311,PERMITIDO,REVOLVER,TAURUS,38,PM,1701688,NACIONAL,PORTE ILEGAL,Apreendida,,21/02/2022 12:32:00,2022,2,Fev,21,Seg,12,Tarde,Maceió,Jacintinho,TRAVESSA BELA VISTA,PROXIMO AO BAR DO BADOO,1ª RISP,05ª AISP,"-35,710565","-9,633904"
41312,PERMITIDO,ESPINGARDA,CBC,12,PM,106859,NACIONAL,PORTE ILEGAL,Apreendida,,21/02/2022 13:58:00,2022,2,Fev,21,Seg,13,Tarde,Barra de Santo Antônio,Centro,SÍTIO CACIMBA SANTÍSSIMO,,1ª RISP,11ª AISP,"-35,511429","-9,419809"
41313,PERMITIDO,REVOLVER,NI,32,PM,E210780,NI,POSSE ILEGAL,Apreendida,,21/02/2022 20:46:00,2022,2,Fev,21,Seg,20,Noite,Maceió,Jatiúca,R.SANTA SOFIA,PRÓXIMO À MISTER FRIOS.,1ª RISP,01ª AISP,"-35,711949","-9,654426"
41314,PERMITIDO,REVOLVER,TAURUS,32,PM,472259,NACIONAL,PORTE ILEGAL,Apreendida,,21/02/2022 21:21:00,2022,2,Fev,21,Seg,21,Noite,Maceió,Ponta Grossa,RUA DAS FLORES P,NA RUA DO MERCADINHO MEGA MAX,1ª RISP,02ª AISP,"-35,759758","-9,660545"
41321,RESTRITO,PISTOLA,TAURUS,40,PM,SAX83628,NACIONAL,POSSE ILEGAL,Apreendida,Outro,22/02/2022 05:00:00,2022,2,Fev,22,Ter,5,Madrugada,Rio Largo,Mata do Rolo,CONJ BARNABE OITICICA,SEM INFORMAÇÃO,1ª RISP,09ª AISP,"-35,837869","-9,470279"
41329,PERMITIDO,REVOLVER,NI,38,PC,,NI,POSSE ILEGAL,Apreendida,Outro,22/02/2022 13:00:00,2022,2,Fev,22,Ter,13,Tarde,Batalha,Centro,CENTRO DA CIDADE DE BATALHA,SEM INFORMAÇÃO,4ª RISP,25ª AISP,"-37,127347","-9,67415"
41437,PERMITIDO,REVOLVER,TAURUS,38,GM,OF81678,NACIONAL,PORTE ILEGAL,Apreendida,Área Rural,22/02/2022 14:00:00,2022,2,Fev,22,Ter,14,Tarde,São José da Laje,Centro,RUA DO MATADOURO,SEM INFORMAÇÃO,2ª RISP,12ª AISP,"-36,055514","-9,005969"
41330,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Outro,22/02/2022 17:00:00,2022,2,Fev,22,Ter,17,Tarde,Maceió,Cidade Universitária,CONJ. EUSTÁQUIO GOMES-CONDOMÍNIO JARDIM DOS PINHEIROS,PRÓXIMO AO CONJUNTO JARDIM ROYAL,1ª RISP,07ª AISP,"-35,782455","-9,534013"
41326,PERMITIDO,PISTOLA,TAURUS,9,PM,ACL475159,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,22/02/2022 20:00:00,2022,2,Fev,22,Ter,20,Noite,Maceió,Prado,RUA EDGAR DE GÓES MONTEIRO-POR TRÁS DA PECUARIA,PX. A PECUÁRIA,1ª RISP,02ª AISP,"-35,749896","-9,671811"
41325,PERMITIDO,REVOLVER,TAURUS,38,PM,147112,NACIONAL,POSSE ILEGAL,Apreendida,Residência,22/02/2022 21:00:00,2022,2,Fev,22,Ter,21,Noite,Maceió,Tabuleiro do Martins,"LOT. CAMPO DA CERÂMICA, QUADRA 13",CAMPO DA CERÂMICA,1ª RISP,08ª AISP,"-35,774245","-9,57742"
41322,PERMITIDO,REVOLVER,TAURUS,38,PM,9889814,NACIONAL,PORTE ILEGAL,Apreendida,Outro,22/02/2022 22:00:00,2022,2,Fev,22,Ter,22,Noite,Maceió,Jacintinho,RUA DOUTOR FARIAS COSTA-FARMÁCIA PERMANENTE,SEM INFORMAÇÃO,1ª RISP,05ª AISP,"-35,718999","-9,637144"
41370,PERMITIDO,REVOLVER,TAURUS,38,PM,1875502,NACIONAL,POSSE ILEGAL,Apreendida,Residência,23/02/2022 00:00:00,2022,2,Fev,23,Qua,0,Madrugada,São Miguel dos Campos,Centro,"RUA JOSE CALAZANS, Q 10, 39",SEM INFORMAÇÃO,3ª RISP,20ª AISP,"-36,097596","-9,778519"
41410,PERMITIDO,ESPINGARDA,ARTESANAL,NI,PM,,NI,PORTE ILEGAL,Apreendida,Outro,23/02/2022 00:00:00,2022,2,Fev,23,Qua,0,Madrugada,Maragogi,Centro,CONJUNTO ADELIA LIRA  (ALTO DA BOA VISTA),SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,218796","-9,008274"
41373,PERMITIDO,REVOLVER,TAURUS,32,PM,308951,NACIONAL,PORTE ILEGAL,Apreendida,,23/02/2022 03:34:00,2022,2,Fev,23,Qua,3,Madrugada,Boca da Mata,Zona Rural,LOCAL CONHECIDO COMO BATATA,,3ª RISP,20ª AISP,"-36,201026","-9,661673"
41372,PERMITIDO,REVOLVER,TAURUS,38,PM,4499,NACIONAL,PORTE ILEGAL,Apreendida,,23/02/2022 03:34:00,2022,2,Fev,23,Qua,3,Madrugada,Boca da Mata,Zona Rural,LOCAL CONHECIDO COMO BATATA,,3ª RISP,20ª AISP,"-36,201026","-9,661673"
41377,PERMITIDO,REVOLVER,ROSSI,38,PM,127085,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,23/02/2022 11:00:00,2022,2,Fev,23,Qua,11,Manhã,Coruripe,Zona Rural,"BARRO PRETO 1	-RUA JOÃO GOMES DA SILVA, 61",PRÓXIMO A ENTRADA DA FAZENDA DO RUI,3ª RISP,22ª AISP,"-36,199103","-10,119939"
41379,PERMITIDO,REVOLVER,TAURUS,32,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Outro,23/02/2022 15:00:00,2022,2,Fev,23,Qua,15,Tarde,Maceió,Riacho Doce,"DEPOIS DO RESTAURANTE DO ZEZÉ-AVENIDA GENERAL LUIZ DE FRANÇA ALBUQUERQUE (RODOVIA AL 101 NORTE) RIACHO DOCE MACEIÓ, AL 57039-230",PRACINHA E RESTAURANTE DO ZE,1ª RISP,01ª AISP,"-35,656125","-9,574978"
41528,PERMITIDO,REVOLVER,TAURUS,38,PC,K6467010,NACIONAL,POSSE ILEGAL,Apreendida,Residência,23/02/2022 17:00:00,2022,2,Fev,23,Qua,17,Tarde,Teotônio Vilela,Centro,RUA FRANCISCO DE ASSIS E OUTROS ENDEREÇOS,SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,351673","-9,917563"
41409,PERMITIDO,ESPINGARDA,ROSSI,28,PM,S438422,NACIONAL,DESOVA,Apreendida,,23/02/2022 18:13:00,2022,2,Fev,23,Qua,18,Noite,Rio Largo,Mata do Rolo,VILA BETEL,,1ª RISP,09ª AISP,"-35,839762","-9,478147"
41405,PERMITIDO,ESPINGARDA,CBC,12,PM,285396,NACIONAL,DESOVA,Apreendida,,23/02/2022 18:13:00,2022,2,Fev,23,Qua,18,Noite,Rio Largo,Zona Rural,VILA BETEL,,1ª RISP,09ª AISP,"-35,839762","-9,478147"
41407,PERMITIDO,ESPINGARDA,BOITO,28,PM,438672,NACIONAL,DESOVA,Apreendida,,23/02/2022 18:13:00,2022,2,Fev,23,Qua,18,Noite,Rio Largo,Mata do Rolo,VILA BETEL,,1ª RISP,09ª AISP,"-35,839762","-9,478147"
41408,NI,ESPINGARDA,ARTESANAL,NI,PM,,NI,DESOVA,Apreendida,,23/02/2022 18:13:00,2022,2,Fev,23,Qua,18,Noite,Rio Largo,Mata do Rolo,VILA BETEL,,1ª RISP,09ª AISP,"-35,839762","-9,478147"
41406,NI,ESPINGARDA,ARTESANAL,NI,PM,,NI,DESOVA,Apreendida,,23/02/2022 18:13:00,2022,2,Fev,23,Qua,18,Noite,Rio Largo,Mata do Rolo,VILA BETEL,,1ª RISP,09ª AISP,"-35,839762","-9,478147"
41425,PERMITIDO,PISTOLA,TAURUS,380,PM,JRL04198,NACIONAL,PORTE ILEGAL,Apreendida,,23/02/2022 20:00:00,2022,2,Fev,23,Qua,20,Noite,Inhapi,Centro,RUA DEPUTADA TARCISIO DE JESUS,,4ª RISP,24ª AISP,"-37,748972","-9,221378"
41427,PERMITIDO,ESPINGARDA,CBC,12,PM,1109262,NACIONAL,POSSE ILEGAL,Apreendida,Área Rural,24/02/2022 06:00:00,2022,2,Fev,24,Qui,6,Manhã,São Sebastião,Zona Rural,SITIO GADO BRAVO,SEM INFORMAÇÃO,3ª RISP,19ª AISP,"-36,564581","-9,933191"
41426,PERMITIDO,ESPINGARDA,ROSSI,12,PM,T152492,NACIONAL,POSSE ILEGAL,Apreendida,Área Rural,24/02/2022 06:00:00,2022,2,Fev,24,Qui,6,Manhã,São Sebastião,Zona Rural,SITIO GADO BRAVO,SEM INFORMAÇÃO,3ª RISP,19ª AISP,"-36,564581","-9,933191"
41428,PERMITIDO,REVOLVER,TAURUS,38,PM,Kk531114,NACIONAL,PORTE ILEGAL,Apreendida,Área Rural,24/02/2022 06:00:00,2022,2,Fev,24,Qui,6,Manhã,São Sebastião,Zona Rural,SITIO GADO BRAVO,SEM INFORMAÇÃO,3ª RISP,19ª AISP,"-36,564581","-9,933191"
41430,PERMITIDO,REVOLVER,ROSSI,38,PM,J133976,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,24/02/2022 18:00:00,2022,2,Fev,24,Qui,18,Noite,Rio Largo,Tabuleiro do Pinto,CRUZEIRO DO SUL-COND RECANTO DAS ROSAS,SEM INFORMAÇÃO,1ª RISP,09ª AISP,"-35,808827","-9,535101"
41439,PERMITIDO,REVOLVER,ROSSI,32,PM,C107442,NACIONAL,PORTE ILEGAL,Apreendida,,25/02/2022 07:52:00,2022,2,Fev,25,Sex,7,Manhã,Maceió,Cidade Universitária,R. TANCREDO NEVES,PRÓXIMO AO SUPERMERCADO TOTAL GIRO,1ª RISP,07ª AISP,"-35,751835","-9,543687"
41440,PERMITIDO,REVOLVER,TAURUS,32,PM,6227120,NACIONAL,POSSE ILEGAL,Apreendida,,25/02/2022 09:13:00,2022,2,Fev,25,Sex,9,Manhã,Maceió,Jacintinho,,PRÓXIMO AO COLÉGIO ADVENTISTA,1ª RISP,05ª AISP,"-35,715538","-9,633401"
41441,PERMITIDO,REVOLVER,TAURUS,22,PM,63914,NACIONAL,PORTE ILEGAL,Apreendida,,25/02/2022 10:14:00,2022,2,Fev,25,Sex,10,Manhã,Maceió,Jacintinho,"RUA ANTONIO REGINALDO PONTES LIMA, 23",,1ª RISP,05ª AISP,"-35,71565","-9,633725"
41442,PERMITIDO,ESPINGARDA,NI,28,PM,,NI,DESOVA,Apreendida,,25/02/2022 10:40:00,2022,2,Fev,25,Sex,10,Manhã,Barra de Santo Antônio,Centro,RUA DA LAGOA,EM UM BARRACO. AS MARGENS DA LAGOA.,1ª RISP,11ª AISP,"-35,511054","-9,404974"
41443,PERMITIDO,REVOLVER,TAURUS,32,PM,486022,NACIONAL,PORTE ILEGAL,Apreendida,,25/02/2022 12:02:00,2022,2,Fev,25,Sex,12,Tarde,Arapiraca,Massaranduba,AV. PIO XII,PRÓX. CHACARA DO BIAL,3ª RISP,16ª AISP,"-36,672084","-9,719028"
41472,PERMITIDO,REVOLVER,TAURUS,38,PRF,J207248,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,25/02/2022 14:00:00,2022,2,Fev,25,Sex,14,Tarde,Murici,Zona Rural,KM 25 BR104,SEM INFORMAÇÃO,2ª RISP,12ª AISP,"-35,924984","-9,326807"
41444,PERMITIDO,PISTOLA,TAURUS,380,PM,KMD92978D,NACIONAL,PORTE ILEGAL,Apreendida,,25/02/2022 15:53:00,2022,2,Fev,25,Sex,15,Tarde,São Miguel dos Milagres,Centro,,BAR MIJADELA,2ª RISP,15ª AISP,"-35,368969","-9,266339"
41445,PERMITIDO,REVOLVER,TAURUS,38,PM,1753728,NACIONAL,PORTE ILEGAL,Apreendida,,25/02/2022 20:17:00,2022,2,Fev,25,Sex,20,Noite,Arapiraca,Primavera,RUA ANA BEATRIZ,RUA EM FRENTE À ANTIGA DELEGACIA.,3ª RISP,16ª AISP,"-36,663719","-9,767708"
41446,PERMITIDO,REVOLVER,TAURUS,32,PM,,NACIONAL,PORTE ILEGAL,Apreendida,,25/02/2022 21:43:00,2022,2,Fev,25,Sex,21,Noite,Arapiraca,Caititus,RUA ANTÔNIO PEREIRA DE ALBUQUERQUE,PRÓXIMO À PRAÇA DO CABOGE.,3ª RISP,17ª AISP,"-36,666043","-9,744115"
41479,NI,GARRUNCHA,ARTESANAL,NI,PM,,NI,PORTE ILEGAL,Apreendida,,26/02/2022 10:13:00,2022,2,Fev,26,Sáb,10,Manhã,Piranhas,Zona Rural,RUA TODOS OS SANTOS,,4ª RISP,24ª AISP,"-37,668447","-9,479011"
41480,PERMITIDO,GARRUNCHA,ARTESANAL,22,PM,,NI,PORTE ILEGAL,Apreendida,,26/02/2022 10:13:00,2022,2,Fev,26,Sáb,10,Manhã,Piranhas,Zona Rural,RUA TODOS OS SANTOS,,4ª RISP,24ª AISP,"-37,668447","-9,479011"
41481,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,PORTE ILEGAL,Apreendida,,26/02/2022 11:02:00,2022,2,Fev,26,Sáb,11,Manhã,Santana do Ipanema,Centro,RUA SIQUEIRA CAMPOS,PIZARIA 11,4ª RISP,23ª AISP,"-37,247796","-9,370892"
41482,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,PORTE ILEGAL,Apreendida,,26/02/2022 14:48:00,2022,2,Fev,26,Sáb,14,Tarde,Arapiraca,Zona Rural Leste,"LOGO APÓS O CANAÃ, É UM BAR.",PRÓXIMO DO CONDOMÍNIO DO MUNDO NOVO E PRÓXIMO DA ESTÁTUA DO GINÚ.,3ª RISP,17ª AISP,"-36,738846","-9,712813"
41483,NI,ESPINGARDA,ARTESANAL,NI,PM,,NI,PORTE ILEGAL,Apreendida,,26/02/2022 14:54:00,2022,2,Fev,26,Sáb,14,Tarde,Monteirópolis,Zona Rural,SÍTIO BOLA,,4ª RISP,25ª AISP,"-37,244963","-9,619972"
41484,PERMITIDO,REVOLVER,TAURUS,38,PM,921139,NACIONAL,PORTE ILEGAL,Apreendida,,26/02/2022 18:58:00,2022,2,Fev,26,Sáb,18,Noite,Maragogi,Centro,ALTO DA BOA VISTA,,2ª RISP,15ª AISP,"-35,222017","-9,008593"
41485,PERMITIDO,REVOLVER,NI,22,PM,,NI,PORTE ILEGAL,Apreendida,,26/02/2022 22:52:00,2022,2,Fev,26,Sáb,22,Noite,Maceió,Poço,RUA DIEGUES JÚNIOR,PRÓXIMO A PRIMEIRA PONTO DO VALE DO REGINALDO,1ª RISP,01ª AISP,"-35,7282","-9,659437"
41486,NI,ESPINGARDA,NI,NI,PM,,NI,PORTE ILEGAL,Apreendida,,27/02/2022 01:09:00,2022,2,Fev,27,Dom,1,Madrugada,Maragogi,Zona Rural,PONTA DE MANGUE,,2ª RISP,15ª AISP,"-35,176563","-8,931926"
41512,NI,ESPINGARDA,ARTESANAL,NI,PM,,NI,POSSE ILEGAL,Apreendida,,27/02/2022 07:00:00,2022,2,Fev,27,Dom,7,Manhã,Olivença,Zona Rural,POVOADO FAZENDA NOVA,,4ª RISP,25ª AISP,"-37,15741","-9,459014"
41513,PERMITIDO,GARRUNCHA,ARTESANAL,22,PM,,NI,PORTE ILEGAL,Apreendida,Área Rural,27/02/2022 12:00:00,2022,2,Fev,27,Dom,12,Tarde,Palmeira dos Índios,Zona Rural,ALDEIA CAFURNA DE BAIXO-FINAL DA CAFURNA,SEM INFORMAÇÃO,3ª RISP,18ª AISP,"-36,629049","-9,380984"
41514,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,POSSE ILEGAL,Apreendida,Área Rural,27/02/2022 17:00:00,2022,2,Fev,27,Dom,17,Tarde,Inhapi,Zona Rural,SITIO SERROTINHO,PRÓXIMO AO POVOADO GOVERNO,4ª RISP,24ª AISP,"-37,744821","-9,212545"
41517,PERMITIDO,REVOLVER,ROSSI,38,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,27/02/2022 19:00:00,2022,2,Fev,27,Dom,19,Noite,Maragogi,Centro,RUA DA CERÂMICA,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,196835","-8,985062"
41518,PERMITIDO,ESPINGARDA,ARTESANAL,28,PM,,NI,POSSE ILEGAL,Apreendida,Área Rural,27/02/2022 22:00:00,2022,2,Fev,27,Dom,22,Noite,Minador do Negrão,Zona Rural,SITIO TORTA,SEM INFORMAÇÃO,3ª RISP,18ª AISP,"-36,890027","-9,325723"
41519,PERMITIDO,REVOLVER,TAURUS,38,PM,EL13527,NACIONAL,PORTE ILEGAL,Apreendida,,28/02/2022 00:31:00,2022,2,Fev,28,Seg,0,Madrugada,Marechal Deodoro,Zona Rural,POVOADO CABREIRO - AL 215,PRÓXIMO AO LITORAL BEBIDAS,1ª RISP,10ª AISP,"-35,873555","-9,774386"
41520,PERMITIDO,PISTOLA,TAURUS,380,PM,KGP60648,NACIONAL,PORTE ILEGAL,Apreendida,,28/02/2022 00:40:00,2022,2,Fev,28,Seg,0,Madrugada,Maceió,Poço,RUA DIEGUES JUNIOR,SEGUNDA PONTE,1ª RISP,01ª AISP,"-35,72819","-9,659217"
41530,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,POSSE ILEGAL,Apreendida,,28/02/2022 19:27:00,2022,2,Fev,28,Seg,19,Noite,Maceió,Jacintinho,"RUA SÃO BENTO, 03",POR TRÁS DO MERCADINHO BARATÃO,1ª RISP,05ª AISP,"-35,724738","-9,650932"
41531,PERMITIDO,ESPINGARDA,NI,28,PM,,NI,PORTE ILEGAL,Apreendida,,28/02/2022 19:47:00,2022,2,Fev,28,Seg,19,Noite,Boca da Mata,Centro,"RUA DERALDO QUINTELA, 146",,3ª RISP,20ª AISP,"-36,208453","-9,648363"
41532,PERMITIDO,REVOLVER,TAURUS,38,PM,986409,NACIONAL,PORTE ILEGAL,Apreendida,,01/03/2022 02:40:00,2022,3,Mar,1,Ter,2,Madrugada,Água Branca,Centro,AL 145,PRÓXIMO AO BAR DO FLAMENGO,4ª RISP,24ª AISP,"-37,938719","-9,261771"
41560,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,PORTE ILEGAL,Apreendida,,01/03/2022 10:51:00,2022,3,Mar,1,Ter,10,Manhã,Maragogi,Centro,ROD AL 101 NORTE,ALTO DO SÍTIO/ CORRE AGUA,2ª RISP,15ª AISP,"-35,200817","-8,988821"
41561,NI,ESPINGARDA,ARTESANAL,NI,PM,,NI,DESOVA,Apreendida,Via Pública,01/03/2022 18:00:00,2022,3,Mar,1,Ter,18,Noite,Colônia Leopoldina,Zona Rural,LOTEAMENTO MANDACARU,SEM INFORMAÇÃO,2ª RISP,14ª AISP,"-35,719201","-8,917319"
41562,PERMITIDO,ESPINGARDA,NI,12,PM,,NI,POSSE ILEGAL,Apreendida,,01/03/2022 22:22:00,2022,3,Mar,1,Ter,22,Noite,Palestina,Centro,CONJUNTO NOVO HORIZONTE,,4ª RISP,25ª AISP,"-37,334279","-9,670451"
41563,PERMITIDO,REVOLVER,NI,22,PM,,NI,PORTE ILEGAL,Apreendida,,02/03/2022 05:30:00,2022,3,Mar,2,Qua,5,Madrugada,Cajueiro,Centro,CONJUNTO PALMERÍ 02,,2ª RISP,13ª AISP,"-36,143128","-9,399695"
41577,PERMITIDO,REVOLVER,SMITH & WESSON,38,PM,C223318,NACIONAL,POSSE ILEGAL,Apreendida,Residência,02/03/2022 17:00:00,2022,3,Mar,2,Qua,17,Tarde,Maceió,Cidade Universitária,"CONJUNTO SANTA HELENA QD-D, 82",SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,768927","-9,543579"
41579,PERMITIDO,REVOLVER,TAURUS,38,PM,1599589,NACIONAL,PORTE ILEGAL,Apreendida,Residência,02/03/2022 19:00:00,2022,3,Mar,2,Qua,19,Noite,Maceió,Jacintinho,RUA DIEGUES JÚNIOR-ENTRE A TERCEIRA E A QUARTA PONTE,ENTRE A TERCEIRA E A QUARTA PONTE,1ª RISP,05ª AISP,"-35,728582","-9,657021"
41581,PERMITIDO,REVOLVER,TAURUS,38,PM,JE301120,NACIONAL,PORTE ILEGAL,Apreendida,Outro,02/03/2022 22:00:00,2022,3,Mar,2,Qua,22,Noite,Maceió,Serraria,"AV. MENINO MARCELO, EM FRENTE AO SAN NICOLAS",SEM INFORMAÇÃO,1ª RISP,05ª AISP,"-35,724535","-9,593843"
41634,PERMITIDO,REVOLVER,ROSSI,38,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Residência,04/03/2022 10:00:00,2022,3,Mar,4,Sex,10,Manhã,Maceió,Cidade Universitária,RUA JOSE NILTON BUAUE DE MELO-FAVELA DA PORTELINHA,SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,760961","-9,543138"
41632,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Residência,04/03/2022 10:00:00,2022,3,Mar,4,Sex,10,Manhã,Maceió,Cidade Universitária,RUA JOSE NILTON BUAUE DE MELO-FAVELA DA PORTELINHA,SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,761105","-9,542887"
41641,PERMITIDO,REVOLVER,TAURUS,38,PM,59836,NACIONAL,POSSE ILEGAL,Apreendida,Residência,04/03/2022 11:00:00,2022,3,Mar,4,Sex,11,Manhã,Dois Riachos,Zona Rural,SÍTIO AGUA BRANCA,SEM INFORMAÇÃO,4ª RISP,23ª AISP,"-37,090725","-9,366106"
41639,NI,ESPINGARDA,NI,NI,PM,,NI,DESOVA,Apreendida,Via Pública,04/03/2022 13:00:00,2022,3,Mar,4,Sex,13,Tarde,Maragogi,Centro,RUA IBERÊ DE CAMARGO,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,218159","-9,003635"
41636,PERMITIDO,REVOLVER,TAURUS,38,PM,1640127,NACIONAL,POSSE ILEGAL,Apreendida,Residência,04/03/2022 16:00:00,2022,3,Mar,4,Sex,16,Tarde,Maceió,Benedito Bentes,"CONJ. BENEDITO BENTES II-COND. BOSQUE DOS JACARANDAIS, 451-ALTO DA ALEGRIA",SEM INFORMAÇÃO,1ª RISP,06ª AISP,"-35,73549","-9,559112"
41638,PERMITIDO,REVOLVER,TAURUS,38,PM,JF3201,NACIONAL,POSSE ILEGAL,Apreendida,Residência,04/03/2022 19:00:00,2022,3,Mar,4,Sex,19,Noite,Maceió,Tabuleiro do Martins,"RUA CASTRO ALVES, 6B-PRÓXIMO AO DEPÓSITO SAMU BEBIDAS",SEM INFORMAÇÃO,1ª RISP,08ª AISP,"-35,759416","-9,580764"
41661,PERMITIDO,ESPINGARDA,CBC,16,PM,215884,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,05/03/2022 18:00:00,2022,3,Mar,5,Sáb,18,Noite,Lagoa da Canoa,Zona Rural,POVOADO BARRO PRETO-TERCEIRA CASA DEPOIS DA IGREJA,SEM INFORMAÇÃO,3ª RISP,21ª AISP,"-36,717616","-9,837558"
41671,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,05/03/2022 20:00:00,2022,3,Mar,5,Sáb,20,Noite,Maceió,Vergel do Lago,RUA MONTE CASTELO,SEM INFORMAÇÃO,1ª RISP,02ª AISP,"-35,758132","-9,654453"
41662,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Residência,05/03/2022 22:00:00,2022,3,Mar,5,Sáb,22,Noite,Porto de Pedras,Zona Rural,SITIO ENCANTADO-NA ENTRADA DA ASSEMBLEIA DE DEUS/CURTUME,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,329314","-9,145743"
41664,PERMITIDO,REVOLVER,TAURUS,32,PM,,NACIONAL,PORTE ILEGAL,Apreendida,,05/03/2022 23:54:00,2022,3,Mar,5,Sáb,23,Noite,Maragogi,Zona Rural,SÍTIO CORRE ÁGUA,,2ª RISP,15ª AISP,"-35,204908","-8,974681"
41672,RESTRITO,PISTOLA,TAURUS,9,PM,ABJ883086,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,06/03/2022 00:00:00,2022,3,Mar,6,Dom,0,Madrugada,Arapiraca,Alto do Cruzeiro,RUA SÃO JOSÉ,SEM INFORMAÇÃO,3ª RISP,17ª AISP,"-36,656802","-9,748439"
41675,PERMITIDO,REVOLVER,TAURUS,38,PM,1361755,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,06/03/2022 04:00:00,2022,3,Mar,6,Dom,4,Madrugada,Maceió,Jaraguá,RUA BARÃO DE JARAGUÁ-PRÓXIMO AO POINT DO REGGAE,SEM INFORMAÇÃO,1ª RISP,01ª AISP,"-35,723262","-9,671068"
41676,PERMITIDO,PISTOLA,TAURUS,635,PM,H00376,NACIONAL,PORTE ILEGAL,Apreendida,Outro,06/03/2022 12:00:00,2022,3,Mar,6,Dom,12,Tarde,Maceió,Santos Dumont,R. ARSÊNIO TARGINO-PRÓXIMO AO CONDOMINIO THEOBALDO BARBOSA.,CONDOMINIO TEOBALDO BARBOSA,1ª RISP,07ª AISP,"-35,792298","-9,543998"
41692,PERMITIDO,PISTOLA,TAURUS,380,PM,KWG90968,NACIONAL,PORTE ILEGAL,Apreendida,Estabelecimento Comercial,06/03/2022 23:00:00,2022,3,Mar,6,Dom,23,Noite,Girau do Ponciano,Centro,AL 115-CONVENIENCIA DO POSTO ALTOPEL,SEM INFORMAÇÃO,3ª RISP,21ª AISP,"-36,819595","-9,883503"
41693,PERMITIDO,REVOLVER,ROSSI,38,PM,J85513,NACIONAL,PORTE ILEGAL,Apreendida,Outro,07/03/2022 02:00:00,2022,3,Mar,7,Seg,2,Madrugada,Maceió,Tabuleiro do Martins,AVENIDA GOVERNADOR LUIS CAVALCANTE,SEM INFORMAÇÃO,1ª RISP,08ª AISP,"-35,764261","-9,565166"
